YEAR,REGION,STRAT,PROT,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
2001,FLA KEYS,FDLR,0,ABU SAXA,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA ASPE,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA BAHI,891655.7162234855,173502633202.4603,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA CHAP,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA CHIR,1486092.8603724758,864294575642.5409,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA COER,939594.1955903396,312209364918.9388,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA MARI,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA POLY,9587.69587337081,92148642.36960545,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA QUAD,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA SOLA,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA SPE.,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ACA SPIN,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AET NARI,9587.69587337081,92148642.36960545,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AHL EGMO,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ALB VULP,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ALE CILI,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ALP AFER,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ALU MONO,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ALU SCHO,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ALU SCRI,47938.47936685406,713799284.4728634,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ALU SPE.,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AMB PINO,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ANC LYOL,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ANI SURI,76701.56698696649,2110335170.8282409,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ANI VIRG,1265575.8552849472,256719584544.24045,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ANT OCEL,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,APO AURO,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,APO BINO,28763.087620112434,829337781.3264493,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,APO MACU,47938.47936685406,2303716059.2401366,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,APO PHEN,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,APO PSEU,19175.39174674162,368594569.4784218,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,APO QUAD,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,APO TOWN,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ARC PROB,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ARC RHOM,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AST GUTT,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AST PUNC,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AST SPE.,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AST STEL,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,ATH STIP,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,AUL MACU,9587.69587337081,92148642.36960545,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BAL CAPR,28763.087620112434,829337781.3264493,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BAL SPE.,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BAL VETU,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BLE SPE.,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BOD PULC,124640.04635382057,2274064152.216103,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BOD RUFU,479384.7936685406,17277858711.885838,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BOL BOQU,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BOT LUNA,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BOT OCEL,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,BRO BARB,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAL BAJO,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAL CALA,162990.8298473038,2605333986.564123,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAL NODO,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAL PENN,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAL PROR,9587.69587337081,92148642.36960545,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAL SPE.,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAN MACR,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAN PULL,9587.69587337081,92148642.36960545,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAN ROST,546498.6647821362,13128397339.082735,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAN SUFF,9587.69587337081,92148642.36960545,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR BART,747840.2781229233,545358931607.7541,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR CRYS,1198461.9841713514,1197176324754.9932,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR FALC,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR HIPP,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR LATU,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR LEUC,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR LIMB,0.0,0.0,14,25,2372.0,536910.9689087655,0
2001,FLA KEYS,FDLR,0,CAR LUGU,0.0,0.0,14,25,2372.0,536910.9689087655,0
