YEAR,REGION,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
2006,DRY TORT,ABU SAXA,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA ASPE,5929.178793192808,16776471.369343875,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA BAHI,691386.1671291939,7241319121.229931,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA CHAP,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA CHIR,53018.57036925371,438362797.31438255,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA COER,495620.78732036863,3156081619.429165,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA MARI,5929.178793192808,16776471.369343875,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA POLY,373.3186647565842,139185.73611027814,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA QUAD,12231.6762511422,30406019.935878612,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA SOLA,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA SPE.,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ACA SPIN,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AET NARI,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AHL EGMO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ALB VULP,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ALE CILI,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ALP AFER,373.3186647565842,139185.73611027814,35,68,1398,316442.46818484575,0
2006,DRY TORT,ALU MONO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ALU SCHO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ALU SCRI,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ALU SPE.,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AMB PINO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ANC LYOL,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ANI SURI,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ANI VIRG,19668.769650998856,82992538.44478428,35,68,1398,316442.46818484575,0
2006,DRY TORT,ANT OCEL,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,APO AURO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,APO BINO,8893.76818978921,41660084.641231015,35,68,1398,316442.46818484575,0
2006,DRY TORT,APO MACU,11858.357586385617,47994502.489078306,35,68,1398,316442.46818484575,0
2006,DRY TORT,APO PHEN,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,APO PSEU,53362.60913873527,863381937.9201142,35,68,1398,316442.46818484575,0
2006,DRY TORT,APO QUAD,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,APO TOWN,2964.589396596404,8798999.252036866,35,68,1398,316442.46818484575,0
2006,DRY TORT,ARC PROB,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ARC RHOM,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AST GUTT,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AST PUNC,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AST SPE.,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AST STEL,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,ATH STIP,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,AUL MACU,2971.90937041516,7004098.301420067,35,68,1398,316442.46818484575,0
2006,DRY TORT,BAL CAPR,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,BAL SPE.,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,BAL VETU,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,BLE SPE.,8893.76818978921,42351941.99072462,35,68,1398,316442.46818484575,0
2006,DRY TORT,BOD PULC,7451.73334749417,15635776.117287204,35,68,1398,316442.46818484575,0
2006,DRY TORT,BOD RUFU,58640.310262058745,415676108.7162652,35,68,1398,316442.46818484575,0
2006,DRY TORT,BOL BOQU,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,BOT LUNA,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,BOT OCEL,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,BRO BARB,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAL BAJO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAL CALA,296210.06054980267,1971051597.0736244,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAL NODO,17421.537688640594,79483688.75580275,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAL PENN,5929.178793192808,35195997.00814746,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAL PROR,373.3186647565842,139185.73611027814,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAL SPE.,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAN MACR,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAN PULL,6302.497457949393,16915657.105454154,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAN ROST,66033.48381900287,229095557.53957045,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAN SUFF,9267.086854545794,77946464.30545484,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR BART,103079.87131572978,7972369592.03491,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR CRYS,2598.5907056585756,6864912.56530979,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR FALC,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR HIPP,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR LATU,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR LEUC,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR LIMB,2598.5907056585756,6864912.56530979,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR LUGU,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR PERE,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR RUBE,82217.9459322736,1367426546.412619,35,68,1398,316442.46818484575,0
2006,DRY TORT,CAR SPE.,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CEN ARGI,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CEN UNDE,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CEP CRUE,40830.81396102405,132575880.77929057,35,68,1398,316442.46818484575,0
2006,DRY TORT,CEP FULV,4457.864055622741,9725565.275791636,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHA CAPI,103950.9482001618,613022686.6376446,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHA FABE,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHA LIMB,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHA OCEL,212850.19870180305,1770862888.2573082,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHA SEDE,107222.97649714598,613694030.7745011,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHA STRI,22640.679021414016,85897946.25511251,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHI ANTE,2964.589396596404,8798999.252036866,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHI SCHO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHR ATHE,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHR CYAN,113605.99366710169,1210066533.515143,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHR ENCH,370317.47549089405,19373370354.351196,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHR INSO,128443.58059772124,3212829470.4978013,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHR MULT,31578.36705411577,204768508.19226614,35,68,1398,316442.46818484575,0
2006,DRY TORT,CHR SCOT,3501758.3553120345,431687469538.59924,35,68,1398,316442.46818484575,0
2006,DRY TORT,CLE PARR,11133.680178328717,70722398.07593526,35,68,1398,316442.46818484575,0
2006,DRY TORT,COR DICR,38539.662155753256,323833328.95163,35,68,1398,316442.46818484575,0
2006,DRY TORT,COR EIDO,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,COR GLAU,3767004.9266084973,321065271470.3253,35,68,1398,316442.46818484575,0
2006,DRY TORT,COR LIPE,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,COR PERS,8171294.093851758,8146486067600.652,35,68,1398,316442.46818484575,0
2006,DRY TORT,COR PUNC,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,COR SPE.,0,0,35,68,1398,316442.46818484575,0
2006,DRY TORT,CRY ROSE,139379.6214829435,2620290327.144869,35,68,1398,316442.46818484575,0
