YEAR,REGION,STRAT,PROT,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
2006,DRY TORT,CONT_HR,0,ABU SAXA,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA ASPE,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA BAHI,27705.692493437142,27101038.027318437,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA CHAP,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA CHIR,3078.4102770485715,2642465.9078155323,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA COER,12698.442392825355,36110854.25095001,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA MARI,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA POLY,384.80128463107144,147879.62801140727,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA QUAD,384.80128463107144,147879.62801140727,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA SOLA,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA SPE.,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ACA SPIN,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AET NARI,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AHL EGMO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ALB VULP,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ALE CILI,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ALP AFER,384.80128463107144,147879.62801140727,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ALU MONO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ALU SCHO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ALU SCRI,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ALU SPE.,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AMB PINO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ANC LYOL,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ANI SURI,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ANI VIRG,769.6025692621429,267693.31595119386,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ANT OCEL,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,APO AURO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,APO BINO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,APO MACU,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,APO PHEN,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,APO PSEU,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,APO QUAD,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,APO TOWN,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ARC PROB,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ARC RHOM,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AST GUTT,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AST PUNC,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AST SPE.,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AST STEL,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,ATH STIP,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,AUL MACU,384.80128463107144,147879.62801140727,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BAL CAPR,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BAL SPE.,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BAL VETU,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BLE SPE.,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BOD PULC,5002.4167002039285,9318713.796775695,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BOD RUFU,8080.8269772525,8308339.954197352,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BOL BOQU,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BOT LUNA,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BOT OCEL,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,BRO BARB,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAL BAJO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAL CALA,13852.846246718571,4201192.467061277,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAL NODO,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAL PENN,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAL PROR,384.80128463107144,147879.62801140727,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAL SPE.,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAN MACR,0.0,0.0,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAN PULL,384.80128463107144,147879.62801140727,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAN ROST,6156.820554097143,3186387.621884301,10,20,68.0,15392.051385242856,0
2006,DRY TORT,CONT_HR,0,CAN SUFF,384.80128463107144,147879.62801140727,10,20,68.0,15392.051385242856,0
