YEAR,REGION,STRAT,PROT,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
2016,DRY TORT,CONT_HR,0,ABU SAXA,28510.276997665744,142825315.34273762,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA ASPE,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA BAHI,24312.44480169042,113288755.7263067,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA CHIR,8745.48374161526,6791749.087316966,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA COER,32359.68912137512,25195614.25074317,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA POLY,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA QUAD,1049.458048993831,296141.2155983301,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA SOLA,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ACA SPIN,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,AET NARI,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ALE CILI,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ALU SCHO,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ALU SCRI,2098.916097987662,916682.5977512812,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,AMB PINO,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ANI SURI,699.6386993292207,220912.4062577153,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ANI VIRG,15042.232035578245,27705463.712565634,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,APO BINO,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,APO MACU,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,APO PSEU,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,APO TOWN,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,AST SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,AUL MACU,2798.5547973168827,1334252.1218175835,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,BAL CAPR,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,BAL VETU,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,BLE SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,BOD PULC,699.6386993292207,488794.6708997545,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,BOD RUFU,9270.212766112174,8291548.495328805,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAL BAJO,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAL CALA,15333.98137319853,18528376.001262415,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAL NODO,1049.458048993831,564023.4802403692,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAL PENN,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAL PROR,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAL SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAN MACR,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAN PULL,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAN ROST,13992.773986584414,4060044.626622299,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAN SUFF,8745.48374161526,27619595.16323551,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR BART,13293.135287255194,65762212.636479646,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR CRYS,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR HIPP,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR LATU,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR LIMB,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR OBSC,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR PERE,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR PLUM,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CAR RUBE,113866.19831583067,5245728837.183341,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CEN ARGI,1049.458048993831,564023.4802403692,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CEP CRUE,27986.24761186816,21158926.401630495,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CEP FULV,1749.0967483230518,1141598.666516159,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHA CAPI,42941.72444872958,39926433.16961162,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHA OCEL,24837.173826187332,30176837.634965602,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHA SEDE,11718.948213764446,6784626.021226355,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHA STRI,4197.832195975324,2231838.6325123487,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHI ANTE,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHI ATIN,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHR CYAN,116664.75311314756,1186199804.5088387,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHR ENCH,2448.7354476522723,1146757.8679087714,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHR INSO,19240.06423155357,60518058.746131025,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHR MULT,158468.1653980685,4101575664.343125,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CHR SCOT,412786.8326042402,2245989687.35548,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CLE PARR,370108.87194515776,43732843720.316475,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,COR DICR,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,COR EIDO,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,COR GLAU,34457.20594196412,169413358.68158334,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,COR PERS,1082690.8872119691,105214443557.02417,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,COR PUNC,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,COR SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,CRY ROSE,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,DAS AMER,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,DEC MACA,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,DEC PUNC,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,DEC SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,DIO HOLO,699.6386993292207,488794.6708997545,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,DIO HYST,1399.2773986584414,347885.09574678296,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,DIP FORM,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ECH NAUC,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ECH NEUC,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ELA BIPI,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ELA EVEL,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ELA HORS,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ELA OCEA,14867.32236074594,80089599.19130959,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ELA RAND,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,ELA XANT,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EMB PAND,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EPI ADSC,2798.5547973168827,1602134.386459623,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EPI GUTT,1749.0967483230518,892812.4889306361,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EPI ITAJ,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EPI MORI,9095.30309127987,13407145.497046191,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EPI STRI,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EQU LANC,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,EQU PUNC,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,FIS TABA,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GER CINE,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GIN CIRR,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GNA THOM,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GOB DILE,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GOB SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GYM FUNE,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GYM MILI,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,GYM MORI,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE ALBU,1049.458048993831,296141.2155983301,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE AURO,111067.64351851378,8767994214.793167,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE CARB,5072.38057013685,9476113.357722124,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE CHRY,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE FLAV,157068.88799941007,2601975027.76412,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE MACR,1049.458048993831,544927.3931838531,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE MELA,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE PARR,699.6386993292207,488794.6708997545,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE PLUM,41979.02159845257,83556927.36020961,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE SCIU,4547.651545639935,1823431.9723458209,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAE STRI,1749.0967483230518,3054966.693123466,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL BIVI,19589.88358121818,139442161.16115186,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL CAUD,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL CYAN,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL GARN,125352.86648141782,315205526.9716802,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL MACU,10144.7611402737,41465992.44871514,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL PICT,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL POEY,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HAL RADI,699.6386993292207,220912.4062577153,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HEM SIMU,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HET CRUE,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HOL ADSC,11369.128864099837,12640380.715088999,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HOL BERM,25537.512164215885,26567744.006885134,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HOL CILI,10494.58048993831,3285812.3225379223,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HOL RUFU,13992.773986584414,42331701.52557494,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HOL TOWN,2098.916097987662,897586.5106947651,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HOL TRIC,14832.34042577948,14841353.705869759,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP BERM,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP GEMM,5946.928944298376,4337089.755164113,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP GUMM,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP HYBR,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP INDI,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP NIGR,699.6386993292207,220912.4062577153,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP PUEL,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP TANN,1399.2773986584414,596671.273332306,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,HYP UNIC,39180.46680113569,47191511.07068651,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,INE VITT,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,JEN SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,KYP SECT,40229.225211430195,797210943.4334474,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LAB NUCH,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LAC BICA,699.6386993292207,220912.4062577153,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LAC MAXI,349.81934966461034,122198.66772493863,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LAC TRIG,1049.458048993831,1099788.0095244476,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LAC TRIQ,2448.7354476522723,878875.6032667322,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LIO RUBE,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT ANAL,4197.832195975324,3111869.774664531,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT APOD,13992.773986584414,38788721.548953995,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT BUCC,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT CYAN,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT GRIS,117889.12083697369,1499259071.994693,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT JOCU,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT MAHO,3148.3741469814936,4540446.792879245,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT SPE.,0.0,0.0,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,LUT SYNA,23262.98675269659,157749320.98857397,11,22,272.0,15392.051385242856,0
2016,DRY TORT,CONT_HR,0,MAL AURO,0.0,0.0,11,22,272.0,15392.051385242856,0
