YEAR,REGION,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
2009,FLA KEYS,ABU SAXA,3453278.1684571113,647912990626.696,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA ASPE,31790.860663475112,143514573.80212772,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA BAHI,15670172.138499139,630462467576.5665,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA CHAP,6888.839868034607,26264605.697306745,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA CHIR,7881020.694136768,381246997360.99365,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA COER,9179940.078632653,181013979561.4904,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA MARI,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA POLY,8618.07148568887,19834660.256142806,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA QUAD,67052.9220909086,193827146.7614634,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA SOLA,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA SPE.,753203.5835398311,28449507810.158707,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ACA SPIN,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AET NARI,11439.335124891179,35907134.17344758,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AHL EGMO,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ALB VULP,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ALE CILI,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ALP AFER,2296.279956011536,5278961.437041722,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ALU MONO,4592.559912023072,21115845.74816689,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ALU SCHO,16924.865272413084,67151164.25666294,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ALU SCRI,176296.11946380575,1600137470.210598,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ALU SPE.,6888.839868034607,26264605.697306745,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AMB PINO,1232.2129371825854,1520410.0186262398,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ANC LYOL,3351563.344342355,10452450981196.184,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ANI SURI,30845.7850426302,99300183.64927776,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ANI VIRG,3689069.236438732,128607678758.5187,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ANT OCEL,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,APO AURO,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,APO BINO,35221.52635253677,414588250.99229854,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,APO MACU,22139.865754727158,95726299.36776918,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,APO PHEN,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,APO PSEU,53316.06066844217,351399645.0048527,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,APO QUAD,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,APO TOWN,4592.559912023072,21115845.74816689,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ARC PROB,6461.527453691882,41020041.72161991,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ARC RHOM,12923.054907383765,167047834.2744593,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AST GUTT,4592.559912023072,21115845.74816689,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AST PUNC,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AST SPE.,2296.279956011536,5278961.437041722,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AST STEL,2296.279956011536,5278961.437041722,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,ATH STIP,2063988.3146233163,2481878517739.6226,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,AUL MACU,422020.23036741355,1748292387.4676828,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BAL CAPR,466966.3784427665,6357827952.11644,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BAL SPE.,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BAL VETU,55501.94426071296,533353747.8668538,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BLE SPE.,5695.189601211112,13407021.487911148,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BOD PULC,105304.24642240428,594705948.4678247,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BOD RUFU,1198853.7409547863,9863682782.474195,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BOL BOQU,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BOT LUNA,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BOT OCEL,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,BRO BARB,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAL BAJO,252598.13484232637,15303546955.346767,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAL CALA,1860241.3162543841,21955100859.152245,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAL NODO,2296.279956011536,5278961.437041722,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAL PENN,2296.279956011536,5278961.437041722,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAL PROR,19370.502328868857,88556246.64761336,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAL SPE.,48939.32910674039,669520931.0142659,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAN MACR,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAN PULL,13403.629658868063,25339263.57712634,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAN ROST,2154849.0599971176,11764196567.2325,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAN SUFF,630556.1765282298,183888349306.67453,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR BART,871208.7427823032,76083840211.67776,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR CRYS,1287530.692556107,248735200585.3674,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR FALC,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR HIPP,16073.95969208075,258669110.41504434,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR LATU,2293.320349581463,5303406.38517577,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR LEUC,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR LIMB,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR LUGU,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR PERE,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR RUBE,6091313.436119706,1327851630222.312,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CAR SPE.,45925.59912023072,2111584574.8166888,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CEN ARGI,22473.825748651587,70887460.20387834,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CEN UNDE,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CEP CRUE,1262910.2520280895,8042557660.768536,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CEP FULV,110454.11561881387,652071956.7728885,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHA CAPI,2361111.6618849654,21894274988.80466,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHA FABE,280513.2822658552,10184661867.09044,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHA LIMB,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHA OCEL,2268244.939196263,13677099007.18783,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHA SEDE,1839723.2399146035,21816130419.722782,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHA STRI,528749.10018544,3017099792.1101317,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHI ANTE,2296.279956011536,5278961.437041722,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHI SCHO,32260.873793807994,479019747.834234,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHR ATHE,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHR CYAN,9326044.26923159,2199420518174.541,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHR ENCH,43533.52219870568,810198738.0638381,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHR INSO,1928465.0192584544,286916119901.1064,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHR MULT,19282959.209028974,12540855061386.084,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CHR SCOT,2251671.431703851,200119517864.00153,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CLE PARR,17515704.608814374,26315833479243.977,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,COR DICR,584656.1687758623,34324959137.292255,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,COR EIDO,139066.68123944278,1430448693.1478512,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,COR GLAU,15892790.466462605,1487853687412.786,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,COR LIPE,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,COR PERS,101119615.236987,269864866094590.44,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,COR PUNC,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,COR SPE.,16444.676153516044,92942301.49789241,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CRY ROSE,837448.7793290915,18937700108.2782,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,CTE SAEP,351183.51370849443,10233127982.68137,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DAS AMER,39825.82202022665,201546320.995436,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DEC MACA,14548940.87385394,84607984807703.81,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DEC PUNC,2626017.7232062607,2001172502212.9517,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DER INER,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DIO HOLO,44345.34205035492,102486962.69546434,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DIO HYST,59637.007170926554,270300830.9244781,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DIO SPE.,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DIP ARGE,0,0,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DIP FORM,26405.739690917628,204536217.13893288,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DIP HOLB,325566.7287602128,78177822498.99168,406,792,16145,3654480.4355109693,0
2009,FLA KEYS,DOR MEGA,0,0,406,792,16145,3654480.4355109693,0
