YEAR,REGION,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
2008,DRY TORT,ABU SAXA,10669.490164770616,35184856.850054935,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA ASPE,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA BAHI,544618.4938533654,21487525846.521065,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA CHAP,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA CHIR,202932.0809341843,13618511294.383093,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA COER,429115.70989146543,4880286141.0237,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA MARI,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA POLY,7909.064466119598,62545391.66476958,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA QUAD,2831.478971402964,2754153.520107805,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA SOLA,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA SPE.,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ACA SPIN,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,AET NARI,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,AHL EGMO,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ALB VULP,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ALE CILI,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ALP AFER,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ALU MONO,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ALU SCHO,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ALU SCRI,1011.3894727067998,322199.8711733147,49,98,1441,326175.6771490434,0
2008,DRY TORT,ALU SPE.,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,AMB PINO,1607.1112475768275,2582003.0064641587,49,98,1441,326175.6771490434,0
2008,DRY TORT,ANC LYOL,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ANI SURI,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ANI VIRG,18715.33520705665,77327340.77166985,49,98,1441,326175.6771490434,0
2008,DRY TORT,ANT OCEL,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,APO AURO,2798.5547973168827,7809520.515206803,49,98,1441,326175.6771490434,0
2008,DRY TORT,APO BINO,2580.4321439965966,2950543.607738592,49,98,1441,326175.6771490434,0
2008,DRY TORT,APO MACU,661.5701230421896,267101.00114026724,49,98,1441,326175.6771490434,0
2008,DRY TORT,APO PHEN,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,APO PSEU,4866.604482098844,23659506.162774064,49,98,1441,326175.6771490434,0
2008,DRY TORT,APO QUAD,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,APO TOWN,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ARC PROB,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ARC RHOM,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,AST GUTT,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,AST PUNC,174.90967483230517,30505.939512526573,49,98,1441,326175.6771490434,0
2008,DRY TORT,AST SPE.,486.6604482098844,236595.06162774065,49,98,1441,326175.6771490434,0
2008,DRY TORT,AST STEL,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,ATH STIP,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,AUL MACU,5138.2289183090115,4294941.86208947,49,98,1441,326175.6771490434,0
2008,DRY TORT,BAL CAPR,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,BAL SPE.,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,BAL VETU,3954.532233059799,15636347.916192396,49,98,1441,326175.6771490434,0
2008,DRY TORT,BLE SPE.,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,BOD PULC,2798.5547973168827,843143.213397788,49,98,1441,326175.6771490434,0
2008,DRY TORT,BOD RUFU,94018.00522174595,778948052.9380137,49,98,1441,326175.6771490434,0
2008,DRY TORT,BOL BOQU,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,BOT LUNA,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,BOT OCEL,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,BRO BARB,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAL BAJO,4755.48539455832,11395218.414142169,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAL CALA,422620.50871730346,22845864283.293457,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAL NODO,4129.441907892105,15666853.855704922,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAL PENN,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAL PROR,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAL SPE.,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAN MACR,8608.703165448818,62781555.168880455,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAN PULL,524.7290244969155,148587.6915679624,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAN ROST,272498.076748647,1920509814.3283646,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAN SUFF,874.5483741615258,510716.9597236109,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR BART,22183.2675142854,163450688.88962036,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR CRYS,30259.37374598879,502993701.7046595,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR FALC,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR HIPP,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR LATU,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR LEUC,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR LIMB,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR LUGU,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR PERE,349.81934966461034,82782.12588808034,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR RUBE,92902.33569030694,727199276.2166469,49,98,1441,326175.6771490434,0
2008,DRY TORT,CAR SPE.,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CEN ARGI,8083.974140951904,62575897.6042821,49,98,1441,326175.6771490434,0
2008,DRY TORT,CEN UNDE,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CEP CRUE,93497.87589804047,213745121.1286009,49,98,1441,326175.6771490434,0
2008,DRY TORT,CEP FULV,1749.0967483230515,1068105.1967710247,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHA CAPI,109829.71878182866,787905448.7144716,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHA FABE,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHA LIMB,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHA OCEL,209107.36081382606,1766330229.374635,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHA SEDE,130678.3467980511,1250063159.3196607,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHA STRI,48419.96082864652,761745996.3457981,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHI ANTE,699.6386993292207,236163.50411087164,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHI SCHO,3323.283821813798,9878952.287619103,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHR ATHE,8745.483741615259,76264848.78131646,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHR CYAN,812508.2151104014,31410344910.918327,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHR ENCH,345272.66647703183,39423441999.8626,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHR INSO,353305.4992078683,22829033635.920418,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHR MULT,287531.4725169154,11298118192.623716,49,98,1441,326175.6771490434,0
2008,DRY TORT,CHR SCOT,3261635.545165628,401375946233.70294,49,98,1441,326175.6771490434,0
2008,DRY TORT,CLE PARR,471322.01965228905,36431582045.79839,49,98,1441,326175.6771490434,0
2008,DRY TORT,COR DICR,26312.769944556338,266411983.71897185,49,98,1441,326175.6771490434,0
2008,DRY TORT,COR EIDO,174.90967483230517,30505.939512526573,49,98,1441,326175.6771490434,0
2008,DRY TORT,COR GLAU,2254007.9619600577,239685026820.3083,49,98,1441,326175.6771490434,0
2008,DRY TORT,COR LIPE,0,0,49,98,1441,326175.6771490434,0
2008,DRY TORT,COR PERS,27231453.174080256,21829431644251.176,49,98,1441,326175.6771490434,0
2008,DRY TORT,COR PUNC,0,0,49,98,1441,326175.6771490434,0
